NumRounds	Winrate		LossRate
3200		0.21		0.815
3210		0.21		0.815
3220		0.21		0.815
3230		0.21		0.815
3240		0.209		0.816
3250		0.209		0.816
3260		0.209		0.816
3270		0.209		0.816
3280		0.209		0.816
3290		0.209		0.816
3300		0.209		0.816
3310		0.21		0.816
3320		0.21		0.816
3330		0.209		0.816
3340		0.209		0.816
3350		0.209		0.816
3360		0.209		0.816
3370		0.21		0.816
3380		0.21		0.816
3390		0.21		0.816
3400		0.209		0.816
3410		0.209		0.816
3420		0.209		0.816
3430		0.209		0.816
3440		0.21		0.816
3450		0.211		0.816
3460		0.211		0.815
3470		0.21		0.816
3480		0.211		0.815
3490		0.21		0.816
3500		0.21		0.816
3510		0.211		0.815
3520		0.21		0.816
3530		0.21		0.815
3540		0.21		0.815
3550		0.21		0.816
3560		0.21		0.816
3570		0.209		0.816
3580		0.209		0.816
3590		0.209		0.816
3600		0.21		0.816
3610		0.21		0.815
3620		0.209		0.816
3630		0.21		0.816
3640		0.21		0.816
3650		0.21		0.816
3660		0.21		0.815
3670		0.21		0.816
3680		0.209		0.816
3690		0.209		0.816
3700		0.21		0.816
3710		0.21		0.815
3720		0.21		0.815
3730		0.21		0.815
3740		0.211		0.815
3750		0.211		0.814
3760		0.211		0.814
3770		0.211		0.815
3780		0.211		0.814
3790		0.212		0.814
3800		0.211		0.814
3810		0.212		0.814
3820		0.212		0.814
3830		0.212		0.814
3840		0.212		0.814
3850		0.212		0.814
3860		0.212		0.814
3870		0.212		0.814
3880		0.211		0.815
3890		0.212		0.814
3900		0.211		0.815
3910		0.211		0.815
3920		0.211		0.815
3930		0.211		0.815
3940		0.211		0.815
3950		0.211		0.815
3960		0.21		0.816
3970		0.21		0.816
3980		0.21		0.816
3990		0.21		0.815
4000		0.211		0.814
4010		0.212		0.814
4020		0.211		0.814
4030		0.211		0.814
4040		0.212		0.814
4050		0.211		0.814
4060		0.212		0.813
4070		0.212		0.813
4080		0.212		0.814
4090		0.211		0.814
4100		0.211		0.815
4110		0.211		0.815
4120		0.211		0.815
4130		0.211		0.815
4140		0.212		0.814
4150		0.212		0.814
4160		0.212		0.814
4170		0.212		0.813
4180		0.213		0.813
4190		0.213		0.813
4200		0.213		0.813
4210		0.213		0.813
4220		0.213		0.813
4230		0.213		0.813
4240		0.213		0.812
4250		0.213		0.812
4260		0.213		0.812
4270		0.213		0.812
4280		0.213		0.812
4290		0.214		0.812
4300		0.214		0.812
4310		0.214		0.812
4320		0.214		0.812
4330		0.214		0.812
4340		0.214		0.812
4350		0.214		0.812
4360		0.214		0.812
4370		0.213		0.813
4380		0.213		0.813
4390		0.213		0.813
4400		0.213		0.813
4410		0.213		0.813
4420		0.213		0.813
4430		0.213		0.813
4440		0.214		0.813
4450		0.214		0.813
4460		0.214		0.812
4470		0.214		0.813
4480		0.214		0.813
4490		0.214		0.813
4500		0.214		0.813
4510		0.213		0.813
4520		0.214		0.813
4530		0.213		0.813
4540		0.213		0.813
4550		0.213		0.813
4560		0.213		0.814
4570		0.212		0.814
4580		0.212		0.814
4590		0.212		0.814
4600		0.212		0.814
4610		0.212		0.814
4620		0.212		0.814
4630		0.212		0.814
4640		0.211		0.814
4650		0.211		0.815
4660		0.211		0.815
4670		0.211		0.815
4680		0.211		0.814
4690		0.211		0.815
4700		0.211		0.815
4710		0.211		0.815
4720		0.211		0.815
4730		0.211		0.815
4740		0.211		0.815
4750		0.211		0.815
4760		0.211		0.815
4770		0.211		0.815
4780		0.211		0.815
4790		0.211		0.815
4800		0.21		0.815
4810		0.211		0.815
4820		0.211		0.814
4830		0.211		0.814
4840		0.211		0.815
4850		0.211		0.815
4860		0.21		0.815
4870		0.211		0.815
4880		0.211		0.815
4890		0.21		0.815
4900		0.21		0.815
4910		0.21		0.815
4920		0.21		0.815
4930		0.21		0.815
4940		0.21		0.815
4950		0.21		0.815
4960		0.21		0.815
4970		0.21		0.815
4980		0.21		0.815
4990		0.21		0.815
5000		0.21		0.815
5010		0.211		0.814
5020		0.21		0.815
5030		0.21		0.815
5040		0.21		0.815
5050		0.211		0.815
5060		0.211		0.814
5070		0.211		0.814
5080		0.211		0.814
5090		0.21		0.814
5100		0.21		0.814
5110		0.211		0.814
5120		0.211		0.814
5130		0.211		0.814
5140		0.211		0.814
5150		0.211		0.814
5160		0.211		0.814
5170		0.211		0.814
5180		0.211		0.814
5190		0.211		0.814
5200		0.211		0.814
5210		0.211		0.814
5220		0.211		0.814
5230		0.211		0.814
5240		0.211		0.814
5250		0.211		0.814
5260		0.211		0.814
5270		0.211		0.814
5280		0.211		0.814
5290		0.211		0.814
5300		0.211		0.814
5310		0.211		0.814
5320		0.211		0.814
5330		0.211		0.814
5340		0.211		0.814
5350		0.211		0.814
5360		0.211		0.814
5370		0.211		0.814
5380		0.211		0.814
5390		0.21		0.815
5400		0.21		0.815
5410		0.21		0.815
5420		0.21		0.814
5430		0.21		0.814
5440		0.21		0.815
5450		0.21		0.815
5460		0.209		0.815
5470		0.209		0.815
5480		0.209		0.816
5490		0.209		0.816
5500		0.209		0.816
5510		0.209		0.815
5520		0.209		0.816
5530		0.209		0.816
5540		0.21		0.815
5550		0.21		0.815
5560		0.21		0.815
5570		0.21		0.815
5580		0.209		0.815
5590		0.209		0.815
5600		0.21		0.815
5610		0.21		0.815
5620		0.21		0.815
5630		0.21		0.815
5640		0.21		0.815
5650		0.21		0.815
5660		0.21		0.815
5670		0.21		0.815
5680		0.21		0.815
5690		0.21		0.815
5700		0.21		0.815
5710		0.21		0.815
5720		0.21		0.815
5730		0.211		0.814
5740		0.211		0.814
5750		0.211		0.814
5760		0.211		0.814
5770		0.211		0.814
5780		0.211		0.814
5790		0.212		0.814
5800		0.212		0.813
5810		0.212		0.813
5820		0.212		0.813
5830		0.212		0.813
5840		0.212		0.813
5850		0.212		0.813
5860		0.212		0.814
5870		0.212		0.814
5880		0.212		0.814
5890		0.212		0.814
5900		0.212		0.813
5910		0.213		0.813
5920		0.213		0.812
5930		0.213		0.813
5940		0.213		0.813
5950		0.213		0.812
5960		0.213		0.813
5970		0.213		0.813
5980		0.214		0.812
5990		0.213		0.812
6000		0.214		0.812
6010		0.214		0.812
6020		0.214		0.812
6030		0.214		0.812
6040		0.214		0.812
6050		0.214		0.812
6060		0.214		0.812
6070		0.214		0.812
6080		0.214		0.812
6090		0.214		0.812
6100		0.214		0.812
6110		0.214		0.812
6120		0.215		0.811
6130		0.215		0.811
6140		0.214		0.811
6150		0.215		0.811
6160		0.215		0.811
6170		0.215		0.811
6180		0.215		0.811
6190		0.215		0.811
6200		0.214		0.811
6210		0.214		0.811
6220		0.214		0.811
6230		0.214		0.811
6240		0.214		0.812
6250		0.214		0.812
6260		0.214		0.812
6270		0.214		0.811
6280		0.214		0.812
6290		0.214		0.812
6300		0.213		0.812
6310		0.213		0.812
6320		0.213		0.812
6330		0.213		0.812
6340		0.212		0.813
6350		0.213		0.812
6360		0.213		0.812
6370		0.213		0.812
6380		0.213		0.812
6390		0.213		0.812
6400		0.213		0.812
6410		0.213		0.812
6420		0.213		0.812
6430		0.214		0.811
6440		0.214		0.812
6450		0.213		0.812
6460		0.213		0.812
6470		0.213		0.812
6480		0.213		0.812
6490		0.213		0.812
6500		0.213		0.812
6510		0.213		0.812
6520		0.213		0.812
6530		0.213		0.812
6540		0.213		0.812
6550		0.213		0.812
6560		0.213		0.812
6570		0.213		0.812
6580		0.213		0.812
6590		0.213		0.812
6600		0.213		0.812
6610		0.213		0.812
6620		0.212		0.813
6630		0.212		0.813
6640		0.212		0.813
6650		0.212		0.813
6660		0.212		0.813
6670		0.212		0.813
6680		0.212		0.813
6690		0.212		0.813
6700		0.212		0.813
6710		0.212		0.813
6720		0.213		0.812
6730		0.212		0.813
6740		0.212		0.812
6750		0.213		0.812
6760		0.213		0.812
6770		0.213		0.812
6780		0.213		0.812
6790		0.213		0.812
6800		0.213		0.812
6810		0.213		0.812
6820		0.212		0.812
6830		0.212		0.812
6840		0.212		0.813
6850		0.212		0.813
6860		0.212		0.813
6870		0.212		0.813
6880		0.213		0.812
6890		0.213		0.812
6900		0.213		0.812
6910		0.213		0.812
6920		0.213		0.812
6930		0.212		0.813
6940		0.212		0.812
6950		0.213		0.812
6960		0.212		0.813
6970		0.212		0.813
6980		0.212		0.813
6990		0.212		0.813
7000		0.213		0.812
7010		0.212		0.812
7020		0.212		0.813
7030		0.212		0.813
7040		0.212		0.813
7050		0.212		0.813
7060		0.212		0.812
7070		0.212		0.813
7080		0.212		0.812
7090		0.212		0.813
7100		0.212		0.812
7110		0.212		0.813
7120		0.212		0.812
7130		0.212		0.812
7140		0.212		0.813
7150		0.212		0.813
7160		0.212		0.812
7170		0.212		0.813
7180		0.212		0.813
7190		0.212		0.813
7200		0.212		0.813
7210		0.212		0.813
7220		0.212		0.813
7230		0.212		0.812
7240		0.212		0.813
7250		0.212		0.813
7260		0.212		0.813
7270		0.212		0.813
7280		0.212		0.813
7290		0.212		0.813
7300		0.212		0.812
7310		0.212		0.812
7320		0.212		0.812
7330		0.212		0.812
7340		0.212		0.812
7350		0.212		0.812
7360		0.212		0.812
7370		0.212		0.812
7380		0.212		0.812
7390		0.212		0.812
7400		0.212		0.812
7410		0.212		0.812
7420		0.212		0.812
7430		0.212		0.813
7440		0.212		0.813
7450		0.212		0.813
7460		0.212		0.813
7470		0.212		0.813
7480		0.212		0.813
7490		0.212		0.813
7500		0.212		0.812
7510		0.212		0.812
7520		0.212		0.812
7530		0.212		0.812
7540		0.212		0.813
7550		0.212		0.813
7560		0.211		0.813
7570		0.211		0.813
7580		0.211		0.813
7590		0.212		0.813
7600		0.212		0.813
7610		0.211		0.813
7620		0.211		0.813
7630		0.211		0.813
7640		0.211		0.813
7650		0.211		0.813
7660		0.211		0.813
7670		0.212		0.813
7680		0.212		0.813
7690		0.212		0.813
7700		0.212		0.813
7710		0.212		0.813
7720		0.212		0.813
7730		0.212		0.813
7740		0.212		0.813
7750		0.212		0.813
7760		0.212		0.813
7770		0.212		0.813
7780		0.211		0.813
7790		0.211		0.813
7800		0.212		0.813
7810		0.211		0.813
7820		0.212		0.813
7830		0.212		0.813
7840		0.212		0.813
7850		0.212		0.813
7860		0.212		0.813
7870		0.212		0.813
7880		0.211		0.813
7890		0.211		0.813
7900		0.211		0.813
7910		0.211		0.813
7920		0.212		0.813
7930		0.212		0.813
7940		0.212		0.813
7950		0.212		0.813
7960		0.212		0.813
7970		0.212		0.813
7980		0.212		0.813
7990		0.212		0.813
8000		0.212		0.813
8010		0.212		0.813
8020		0.212		0.813
8030		0.212		0.813
8040		0.212		0.813
8050		0.212		0.813
8060		0.212		0.813
8070		0.212		0.813
8080		0.212		0.813
8090		0.212		0.813
8100		0.212		0.813
8110		0.212		0.813
8120		0.212		0.813
8130		0.212		0.813
8140		0.212		0.813
8150		0.212		0.813
8160		0.212		0.812
8170		0.212		0.813
8180		0.212		0.813
8190		0.212		0.813
8200		0.212		0.813
8210		0.212		0.813
8220		0.212		0.813
8230		0.212		0.813
8240		0.212		0.813
8250		0.212		0.813
8260		0.212		0.813
8270		0.212		0.812
8280		0.212		0.813
8290		0.212		0.812
8300		0.212		0.812
8310		0.212		0.812
8320		0.212		0.812
8330		0.212		0.812
8340		0.212		0.812
8350		0.212		0.812
8360		0.212		0.812
8370		0.212		0.812
8380		0.213		0.812
8390		0.212		0.813
8400		0.212		0.813
8410		0.212		0.813
8420		0.212		0.813
8430		0.212		0.813
8440		0.212		0.813
8450		0.211		0.813
8460		0.211		0.813
8470		0.211		0.813
8480		0.212		0.813
8490		0.212		0.813
8500		0.212		0.813
8510		0.212		0.813
8520		0.212		0.813
8530		0.212		0.813
8540		0.211		0.813
8550		0.211		0.813
8560		0.211		0.814
8570		0.211		0.813
8580		0.211		0.813
8590		0.211		0.813
8600		0.211		0.813
8610		0.211		0.813
8620		0.211		0.813
8630		0.211		0.813
8640		0.211		0.813
8650		0.211		0.813
8660		0.211		0.813
8670		0.212		0.813
8680		0.212		0.813
8690		0.212		0.813
8700		0.212		0.813
8710		0.212		0.813
8720		0.212		0.813
8730		0.212		0.813
8740		0.212		0.812
8750		0.212		0.813
8760		0.212		0.813
8770		0.212		0.813
8780		0.212		0.813
8790		0.212		0.813
8800		0.212		0.813
8810		0.212		0.813
8820		0.212		0.813
8830		0.212		0.813
8840		0.212		0.813
8850		0.212		0.813
8860		0.212		0.813
8870		0.212		0.813
8880		0.212		0.813
8890		0.213		0.813
8900		0.213		0.812
8910		0.213		0.812
8920		0.213		0.812
8930		0.213		0.812
8940		0.213		0.812
8950		0.213		0.812
8960		0.213		0.812
8970		0.212		0.813
8980		0.212		0.813
8990		0.212		0.813
9000		0.212		0.812
9010		0.212		0.813
9020		0.212		0.813
9030		0.212		0.813
9040		0.213		0.812
9050		0.212		0.813
9060		0.212		0.813
9070		0.212		0.813
9080		0.212		0.813
9090		0.212		0.813
9100		0.212		0.813
9110		0.212		0.813
9120		0.212		0.813
9130		0.212		0.813
9140		0.212		0.813
9150		0.212		0.813
9160		0.212		0.813
9170		0.212		0.813
9180		0.212		0.813
9190		0.212		0.813
9200		0.212		0.813
9210		0.212		0.813
9220		0.212		0.813
9230		0.212		0.813
9240		0.212		0.813
9250		0.212		0.813
9260		0.212		0.813
9270		0.212		0.813
9280		0.212		0.813
9290		0.212		0.813
9300		0.212		0.813
9310		0.212		0.813
9320		0.212		0.813
9330		0.212		0.813
9340		0.212		0.813
9350		0.212		0.813
9360		0.212		0.814
9370		0.212		0.814
9380		0.212		0.814
9390		0.212		0.813
9400		0.212		0.814
9410		0.212		0.813
9420		0.212		0.813
9430		0.212		0.813
9440		0.212		0.813
9450		0.212		0.813
9460		0.213		0.813
9470		0.213		0.813
9480		0.213		0.813
9490		0.213		0.813
9500		0.213		0.812
9510		0.213		0.813
9520		0.213		0.813
9530		0.213		0.813
9540		0.213		0.813
9550		0.213		0.813
9560		0.213		0.813
9570		0.213		0.813
9580		0.213		0.813
9590		0.212		0.813
9600		0.213		0.813
9610		0.213		0.813
9620		0.213		0.813
9630		0.213		0.812
9640		0.213		0.812
9650		0.213		0.812
9660		0.213		0.812
9670		0.213		0.812
9680		0.213		0.812
9690		0.213		0.812
9700		0.213		0.812
9710		0.214		0.812
9720		0.214		0.811
9730		0.214		0.811
9740		0.214		0.812
9750		0.214		0.812
9760		0.213		0.812
9770		0.213		0.812
9780		0.213		0.812
9790		0.213		0.812
9800		0.213		0.812
9810		0.213		0.812
9820		0.213		0.812
9830		0.213		0.812
9840		0.213		0.812
9850		0.213		0.812
9860		0.213		0.812
9870		0.213		0.812
9880		0.213		0.812
9890		0.213		0.812
9900		0.213		0.812
9910		0.213		0.812
9920		0.213		0.812
9930		0.212		0.812
9940		0.212		0.813
9950		0.212		0.813
9960		0.212		0.812
9970		0.212		0.813
9980		0.212		0.813
9990		0.212		0.813
numWins2115.0
numLosses8124.0
